 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,154,2,2,64,96,32,32,32,0,48,48,48,0,1038961.039,25974.02597,51.33333333,83.71578903,148,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,231,2,2,88,188,44,44,44,0,94,94,94,0,1194805.195,17316.01732,77,131.6358614,229,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8658.008658,8658.008658,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,194,2,2,88,188,44,44,44,0,94,94,94,0,1422680.412,20618.5567,64.66666667,70.49349852,142,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,10309.27835,10309.27835,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,166,2,2,88,188,44,44,44,0,94,94,94,0,1662650.602,24096.38554,55.33333333,56.35896853,115,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,64,64,12048.19277,12048.19277,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,181,2,2,142,242,71,71,71,0,121,121,121,0,2121546.961,22099.44751,60.33333333,64.39202849,130,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,11049.72376,11049.72376,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,177,2,2,102,224,51,51,51,0,112,112,112,0,1841807.91,22598.87006,59,96.13012015,170,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11299.43503,11299.43503,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,168,2,2,64,96,32,32,32,0,48,48,48,0,952380.9524,23809.52381,56,91.7986928,162,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11904.7619,11904.7619,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,303,2,2,102,224,51,51,51,0,112,112,112,0,1075907.591,13201.32013,101,91.42756696,184,3,3,3,0,3,3,184,184,0,184,184,0,0,0,0,64,64,6600.660066,6600.660066,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,173,2,2,64,96,32,32,32,0,48,48,48,0,924855.4913,23121.38728,57.66666667,94.68544415,167,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11560.69364,11560.69364,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,88,188,44,44,44,0,94,94,94,0,1693251.534,24539.8773,54.33333333,87.17989065,155,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,12269.93865,12269.93865,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,205,2,2,64,158,32,32,32,0,79,79,79,0,1082926.829,19512.19512,68.33333333,83.53043358,163,5,37,37,0,37,37,5,5,0,5,5,0,0,0,0,64,64,9756.097561,9756.097561,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,178,2,2,68,132,34,34,34,0,66,66,66,0,1123595.506,22471.91011,59.33333333,96.70746266,171,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,11235.95506,11235.95506,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,169,2,2,64,96,32,32,32,0,48,48,48,0,946745.5621,23668.63905,56.33333333,90.64399226,161,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,11834.31953,11834.31953,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,102,224,51,51,51,0,112,112,112,0,2000000,24539.8773,54.33333333,55.36545253,113,3,3,3,0,3,3,47,47,0,47,47,0,0,0,0,64,64,12269.93865,12269.93865,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,204,2,2,88,188,44,44,44,0,94,94,94,0,1352941.176,19607.84314,68,34.6554469,108,47,47,47,0,47,47,49,49,0,49,49,0,0,0,0,64,64,9803.921569,9803.921569,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,171,2,2,54,54,27,27,27,0,27,27,27,0,631578.9474,23391.81287,57,58.64298765,120,4,47,47,0,47,47,4,4,0,4,4,0,0,0,0,64,64,11695.90643,11695.90643,27,27,27,0,0,0,0,0,0,0,0,0,0,1,33.75,27,27,64,0,0,0,0,0,0,2,54,2,54,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,365,2,2,348,358,174,174,174,0,179,179,179,0,1934246.575,10958.90411,121.6666667,203.804645,357,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,5479.452055,5479.452055,174,179,176,2.738612788,7.5,0,0,0,0,0,0,0,0,1,220,174,179,64,0,0,0,0,0,0,2,348,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,852,2,2,496,2820,248,248,248,0,1410,1410,1410,0,3892018.779,4694.835681,284,447.4103262,800,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,2347.41784,2347.41784,248,1410,712.8,636.4536118,405073.2,0,0,0,0,0,0,0,0,1,891,248,1410,64,0,0,0,0,0,0,2,496,2,2820,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,160,2,2,88,188,44,44,44,0,94,94,94,0,1725000,25000,53.33333333,86.31531343,153,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12500,12500,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,233,2,2,64,158,32,32,32,0,79,79,79,0,952789.6996,17167.38197,77.66666667,94.32567696,183,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,64,8583.690987,8583.690987,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,88,188,44,44,44,0,94,94,94,0,1693251.534,24539.8773,54.33333333,88.04733575,156,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,12269.93865,12269.93865,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,175,2,2,64,96,32,32,32,0,48,48,48,0,914285.7143,22857.14286,58.33333333,94.97543542,168,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,11428.57143,11428.57143,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,191,2,2,46,196,23,23,23,0,98,98,98,0,1267015.707,20942.40838,63.66666667,69.17610377,139,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,64,64,10471.20419,10471.20419,23,98,53,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,66.25,23,98,64,0,0,0,0,0,0,2,46,2,196,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,169,2,2,102,224,51,51,51,0,112,112,112,0,1928994.083,23668.63905,56.33333333,91.51138363,162,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,11834.31953,11834.31953,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,227,2,2,88,188,44,44,44,0,94,94,94,0,1215859.031,17621.14537,75.66666667,125.8623587,221,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,8810.572687,8810.572687,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
34930,50,4,0,12,0,6,0,3,3.464101615,0,0,0,0,240000,80000,16.66666667,27.13546265,48,1,50,16.66666667,27.13546265,48,1,0,0,0,0,0,0,0,0,0,104,0,80000,0,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,0,3,3,0,104,0,0,0,0,0,0,4,12,0,0,2081,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
53,232,2,2,64,158,32,32,32,0,79,79,79,0,956896.5517,17241.37931,77.33333333,93.76744282,182,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,64,8620.689655,8620.689655,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,969,2,2,2944,578,1472,1472,1472,0,289,289,289,0,3634674.923,4127.966976,323,520.8099461,924,4,41,41,0,41,41,4,4,0,4,4,0,0,0,0,64,64,2063.983488,2063.983488,289,1472,998.8,647.9557855,419846.7,0,0,0,0,0,0,0,0,1,1248.5,1472,289,64,0,0,0,0,0,0,2,2944,2,578,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,165,2,2,102,224,51,51,51,0,112,112,112,0,1975757.576,24242.42424,55,55.83009941,114,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,12121.21212,12121.21212,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,206,2,2,102,224,51,51,51,0,112,112,112,0,1582524.272,19417.47573,68.66666667,77.10598766,154,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,9708.737864,9708.737864,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,201,2,2,88,188,44,44,44,0,94,94,94,0,1373134.328,19900.49751,67,32.90896534,105,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,108,2,2,102,224,51,51,51,0,112,112,112,0,3018518.519,37037.03704,36,60.62177826,106,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,40,18518.51852,18518.51852,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,77,1,4,0,12,0,0,0,0,6,0,3,3.464101615,155844.1558,64935.06494,19.25,34.52897334,71,1,0,0,0,0,0,73,24.33333333,40.41451884,71,1,0,0,0,0,32,104,12987.01299,51948.05195,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,205,2,2,80,180,40,40,40,0,90,90,90,0,1268292.683,19512.19512,68.33333333,35.21836642,109,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9756.097561,9756.097561,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,150,2,2,80,180,40,40,40,0,90,90,90,0,1733333.333,26666.66667,50,79.67433715,142,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,13333.33333,13333.33333,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,40,0,0,0,0,0,0,2,80,2,180,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,159,2,2,88,188,44,44,44,0,94,94,94,0,1735849.057,25157.2327,53,88.33459119,155,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,64,64,12578.61635,12578.61635,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,302,2,2,102,224,51,51,51,0,112,112,112,0,1079470.199,13245.03311,100.6666667,91.12811494,185,4,4,4,0,4,4,185,185,0,185,185,0,0,0,0,64,64,6622.516556,6622.516556,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,255,2,2,68,132,34,34,34,0,66,66,66,0,784313.7255,15686.27451,85,140.2996793,247,3,5,5,0,5,5,3,3,0,3,3,0,0,0,0,64,64,7843.137255,7843.137255,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,492,2,2,364,358,182,182,182,0,179,179,179,0,1467479.675,8130.081301,164,277.9946043,485,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,4065.04065,4065.04065,179,182,180.8,1.643167673,2.7,0,0,0,0,0,0,0,0,1,226,182,179,64,0,0,0,0,0,0,2,364,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
34936,5,4,0,12,0,6,0,3,3.464101615,0,0,0,0,2400000,800000,1.666666667,1.154700538,3,1,5,1.666666667,1.154700538,3,1,0,0,0,0,0,0,0,0,0,104,0,800000,0,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,0,3,3,0,104,0,0,0,0,0,0,4,12,0,0,2081,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
88,77,1,4,0,12,0,0,0,0,6,0,3,3.464101615,155844.1558,64935.06494,19.25,35.17930263,72,1,0,0,0,0,0,74,24.66666667,40.99186911,72,1,0,0,0,0,32,104,12987.01299,51948.05195,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,143,2,2,64,96,32,32,32,0,48,48,48,0,1118881.119,27972.02797,47.66666667,75.63288526,135,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,13986.01399,13986.01399,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,155,2,2,88,188,44,44,44,0,94,94,94,0,1780645.161,25806.45161,51.66666667,83.4286122,148,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12903.22581,12903.22581,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,297,2,2,102,224,51,51,51,0,112,112,112,0,1097643.098,13468.01347,99,90.4157066,184,4,4,4,0,4,4,184,184,0,184,184,0,0,0,0,64,64,6734.006734,6734.006734,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,167,2,2,88,188,44,44,44,0,94,94,94,0,1652694.611,23952.09581,55.66666667,90.35670054,160,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11976.0479,11976.0479,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,974,2,2,2944,674,1472,1472,1472,0,337,337,337,0,3714579.055,4106.776181,324.6666667,554.5469622,965,3,6,6,0,6,6,3,3,0,3,3,0,0,0,0,64,64,2053.38809,2053.38809,337,1472,1018,621.6651028,386467.5,0,0,0,0,0,0,0,0,1,1272.5,1472,337,64,0,0,0,0,0,0,2,2944,2,674,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,249,2,2,64,158,32,32,32,0,79,79,79,0,891566.2651,16064.25703,83,142.8950664,248,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,64,64,8032.128514,8032.128514,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,174,2,2,138,238,69,69,69,0,119,119,119,0,2160919.54,22988.50575,58,60.62177826,123,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,11494.25287,11494.25287,69,119,89,27.38612788,750,0,0,0,0,0,0,0,0,1,111.25,69,119,40,0,0,0,0,0,0,2,138,2,238,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,178,2,2,88,188,44,44,44,0,94,94,94,0,1550561.798,22471.91011,59.33333333,97.57731977,172,2,2,2,0,2,2,4,4,0,4,4,0,0,0,0,64,64,11235.95506,11235.95506,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,171,2,2,64,158,32,32,32,0,79,79,79,0,1298245.614,23391.81287,57,96.13012015,168,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,64,64,11695.90643,11695.90643,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,154,2,2,88,188,44,44,44,0,94,94,94,0,1792207.792,25974.02597,51.33333333,82.85127237,147,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,716,2,2,496,2820,248,248,248,0,1410,1410,1410,0,4631284.916,5586.592179,238.6666667,369.0058717,664,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,2793.296089,2793.296089,248,1410,712.8,636.4536118,405073.2,0,0,0,0,0,0,0,0,1,891,248,1410,64,0,0,0,0,0,0,2,496,2,2820,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,236,2,2,68,190,34,34,34,0,95,95,95,0,1093220.339,16949.15254,78.66666667,96.0017361,186,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,64,8474.576271,8474.576271,34,95,58.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,73,34,95,64,0,0,0,0,0,0,2,68,2,190,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,164,2,2,64,158,32,32,32,0,79,79,79,0,1353658.537,24390.2439,54.66666667,88.65852093,157,1,1,1,0,1,1,6,6,0,6,6,0,0,0,0,64,64,12195.12195,12195.12195,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,215,2,2,68,190,34,34,34,0,95,95,95,0,1200000,18604.65116,71.66666667,113.8478517,203,1,1,1,0,1,1,11,11,0,11,11,0,0,0,0,64,64,9302.325581,9302.325581,34,95,58.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,73,34,95,64,0,0,0,0,0,0,2,68,2,190,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,206,2,2,68,132,34,34,34,0,66,66,66,0,970873.7864,19417.47573,68.66666667,113.738003,200,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,9708.737864,9708.737864,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
123,74025020,7,6,336,288,48,48,48,0,48,48,48,0,8.429582322,0.175616298,6168751.667,18200000,64000000,24114,74000000,12300000,25300000,64000000,1999910,10000000,2000173.8,594.2286597,2001139,1999607,0,0,0,0,188,156,0.094562622,0.081053676,48,48,48,0,0,0,0,0,0,0,0,0,0,0,51.69230769,48,48,188,0,0,0,0,0,0,7,336,6,288,-1,-1,6,20,0,0,0,0,64000000,0,64000000,64000000,BENIGN
123,67093886,2,2,96,96,48,48,48,0,48,48,48,0,2.861661642,0.059617951,22400000,38600000,66900000,93933,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,64,64,0.029808975,0.029808975,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,94211,0,94211,94211,66900000,0,66900000,66900000,BENIGN
123,69106834,7,6,336,288,48,48,48,0,48,48,48,0,9.029497719,0.188114536,5758902.833,16800000,59000000,27193,69000000,11500000,23300000,59000000,1999866,69100000,13800000,25300000,59100000,1618444,0,0,0,0,124,124,0.101292442,0.086822093,48,48,48,0,0,0,0,0,0,0,0,0,0,0,51.69230769,48,48,124,0,0,0,0,0,0,7,336,6,288,-1,-1,6,0,10000000,0,10000000,10000000,59000000,0,59000000,59000000,BENIGN
0,34989714,5,0,0,0,0,0,0,0,0,0,0,0,0,0.142899139,8747428.5,17200000,34500000,2601,35000000,8747428.5,17200000,34500000,2601,0,0,0,0,0,0,0,0,0,0,0,0.142899139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,0,0,493150,0,493150,493150,34500000,0,34500000,34500000,BENIGN
5355,410379,20,0,560,0,28,28,28,0,0,0,0,0,1364.592243,48.73543724,21598.89474,94141.10327,410353,1,410379,21598.89474,94141.10327,410353,1,0,0,0,0,0,0,0,0,0,640,0,48.73543724,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,29.4,28,0,640,0,0,0,0,0,0,20,560,0,0,-1,-1,19,32,0,0,0,0,0,0,0,0,BENIGN
123,4015886,3,3,144,144,48,48,48,0,48,48,48,0,71.71518315,1.494066316,803177.2,1077649.458,1983944,15991,3999895,1999947.5,82.7314934,2000006,1999889,3999419,1999709.5,318.9051583,1999935,1999484,0,0,0,0,20,20,0.747033158,0.747033158,48,48,48,0,0,0,0,0,0,0,0,0,0,1,56,48,48,20,0,0,0,0,0,0,3,144,3,144,-1,-1,2,0,0,0,0,0,0,0,0,0,BENIGN
123,72122013,9,9,432,432,48,48,48,0,48,48,48,0,11.9796989,0.24957706,4242471.353,13400000,55900000,120280,72000000,9000129.375,19000000,56000000,998311,72000000,9000195.875,19000000,56000000,998315,0,0,0,0,152,184,0.12478853,0.12478853,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.66666667,48,48,152,0,0,0,0,0,0,9,432,9,432,-1,-1,8,0,16100000,0,16100000,16100000,55900000,0,55900000,55900000,BENIGN
53,4769087,6,6,204,570,34,34,34,0,95,95,95,0,162.295215,2.516204884,433553.3636,633529.575,1808768,4,1992228,398445.6,545593.5706,999681,4,2715038,543007.6,809113.5539,1808768,4,0,0,0,0,64,80,1.258102442,1.258102442,34,95,62.15384615,31.65134582,1001.807692,0,0,0,0,0,0,0,0,1,67.33333333,34,95,64,0,0,0,0,0,0,6,204,6,570,-1,-1,5,0,0,0,0,0,0,0,0,0,BENIGN
53,252,2,2,78,206,39,39,39,0,103,103,103,0,1126984.127,15873.01587,84,138.5640646,244,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,7936.507937,7936.507937,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39,103,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,260,2,2,78,188,39,39,39,0,94,94,94,0,1023076.923,15384.61538,86.66666667,148.3790192,258,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,7692.307692,7692.307692,39,94,61,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39,94,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
